StarID,JH
173501,1.501
173506,1.504
173515,1.507
173517,1.502
173535,1.538
173539,1.57
173554,1.523
173558,1.587
173561,1.548
173571,1.521
173574,1.57
173575,1.517
173577,1.925
173583,1.5
173587,1.516
173588,1.658
173590,1.645
173593,1.645
173602,1.552
173608,1.591
173620,1.509
173622,1.579
173630,1.51
173631,1.556
173633,1.815
173638,1.551
173648,1.525
173652,1.517
173666,1.521
173672,1.537
173677,1.54
173683,1.506
173691,1.515
173693,1.54
173706,1.575
173709,1.731
173713,1.524
173727,1.656
173741,1.533
173760,1.507
173770,1.504
173776,1.604
173777,1.586
173780,1.528
173785,1.536
173787,1.53
173792,1.507
173793,1.657
173794,1.584
173795,1.541
173804,1.506
173822,1.559
173871,1.549
173873,1.65
173875,1.591
173880,1.552
173888,1.515
173889,1.86
173891,1.52
173894,1.527
173897,1.622
173900,1.506
173901,1.516
173906,1.898
173912,1.573
173923,1.549
173932,1.519
173936,1.503
173937,1.538
173940,1.597
173962,1.557
173975,1.613
173976,1.568
173977,1.556
173996,1.645
174007,1.616
174008,1.553
174013,1.674
174014,1.558
174024,1.504
174028,1.565
174057,1.505
174062,1.506
174077,1.615
174081,2.037
174110,1.544
174111,1.507
174136,1.542
174146,1.731
174149,1.535
174152,1.521
174155,1.523
174160,1.525
174161,1.521
174165,1.585
174166,1.603
174169,1.537
174172,1.531
174173,1.544
174174,1.623
174175,1.545
174176,1.583
174179,1.569
174182,1.938
174183,1.605
174188,1.59
174192,1.534
174209,1.504
174214,1.519
174218,1.527
174236,1.573
174238,1.502
174240,1.524
174242,1.562
174244,1.533
174247,1.532
174248,1.608
174255,1.757
174267,1.502
174270,1.532
174279,1.85
174282,1.506
174284,1.521
174290,1.516
174294,1.532
174297,1.513
174300,1.607
174304,1.509
174309,1.589
174312,1.521
174318,1.503
174321,1.546
174325,1.784
174333,1.6
174334,1.606
174348,1.508
174358,1.511
174361,1.554
174370,1.516
174378,1.526
174407,1.534
174410,1.511
174411,1.571
174432,1.545
174435,1.559
174441,1.602
174444,1.541
174453,1.569
174461,1.564
174464,1.543
174473,1.536
174474,1.535
174485,1.677
174487,1.541
174489,1.509
174494,1.546
174495,1.516
174506,1.534
174513,1.609
174522,1.58
174523,1.504
174529,1.51
174537,1.528
174544,1.503
174546,1.51
174556,1.512
174564,1.736
174569,1.516
174574,1.553
174576,1.57
174584,1.561
174593,1.518
174594,1.506
174608,1.507
174609,1.524
174617,1.519
174618,1.514
174630,1.557
174632,1.503
174633,1.557
174646,1.501
174652,1.511
174657,1.514
174659,1.521
174666,1.511
174671,1.51
174677,1.566
174682,1.524
174704,1.59
174709,1.502
174710,1.543
174713,1.523
174719,1.54
174720,1.531
174722,1.517
174724,1.648
174729,1.503
174733,1.559
174741,1.539
174744,1.503
174746,1.567
174766,1.505
174783,1.517
174793,1.51
174795,1.509
174798,1.767
174808,1.555
174809,1.517
174811,1.531
174814,1.537
174825,1.505
174826,1.511
174833,1.535
174835,1.535
174837,1.526
174838,1.506
174841,1.563
174848,1.581
174855,1.55
174856,1.516
174872,1.507
174879,1.562
174880,1.506
174881,1.598
174885,1.512
174889,1.515
174890,1.534
174892,1.532
174895,1.871
174897,1.504
174899,1.955
174902,1.523
174910,1.52
174911,1.558
174912,1.593
174920,1.595
174922,1.521
174929,1.512
174930,1.563
174939,1.521
174940,1.735
174943,1.538
174947,1.5
174949,1.503
174952,1.549
174956,1.853
174960,1.509
174973,1.546
174976,1.523
174978,1.532
174980,1.597
174993,1.508
174998,1.512
175011,1.624
175021,1.646
175031,1.511
175033,1.56
175035,1.508
175042,1.521
175045,1.516
175049,1.531
175050,1.526
175053,1.547
175056,1.58
175059,1.574
175085,1.508
175088,1.535
175101,1.526
175117,1.693
175118,1.623
175119,1.701
175120,1.645
175130,1.576
175135,1.577
175144,1.54
175147,1.53
175151,1.549
175173,1.547
175191,1.552
175192,1.524
175193,1.539
175211,1.517
175213,1.6
175217,1.569
175220,1.576
175224,1.616
175238,1.548
175255,1.582
175271,1.504
175273,1.551
175279,1.54
175280,1.523
175287,1.576
175292,1.503
175296,1.545
175298,1.562
175301,1.514
175310,1.626
175311,1.526
175312,1.54
175313,1.533
175314,1.621
175322,1.502
175338,1.504
175346,1.565
175347,1.581
175351,1.508
175362,1.521
175370,1.521
175374,1.521
175393,1.548
175407,1.521
175410,1.851
175412,1.502
175414,1.578
175422,1.523
175424,1.52
175429,1.588
175433,1.56
175446,1.567
175448,1.576
175469,1.538
175481,1.528
175485,1.868
175497,1.509
175503,1.519
175505,1.584
175513,1.527
175516,1.519
175517,1.551
175519,1.522
175521,1.534
175527,1.514
175538,1.519
175542,1.619
175545,1.533
175546,1.512
175547,1.525
175550,1.519
175552,1.626
175567,1.558
175569,1.561
175570,1.509
175587,1.572
175597,1.502
175602,1.564
175604,1.611
175608,1.721
175617,1.503
175620,1.521
175642,1.564
175643,1.521
175644,1.505
175648,1.526
175651,1.535
175652,1.908
175654,1.518
175655,1.552
175669,1.795
175670,1.57
175671,1.557
175674,1.502
175675,1.502
175682,1.523
175686,1.522
175688,1.578
175690,1.566
175693,1.514
175696,1.579
175703,1.512
175707,1.506
175711,1.508
175719,1.52
175730,1.808
175734,1.51
175743,1.584
175746,1.617
175747,1.516
175760,1.524
175761,1.505
175781,1.5
175783,1.527
175784,1.548
175791,1.531
175792,1.542
175812,1.512
175816,1.711
175822,1.694
175823,1.532
175825,1.51
175826,1.544
175836,1.517
175840,1.542
175844,1.549
175846,1.504
175854,1.515
175859,1.518
175860,1.522
175862,1.561
175865,1.676
175873,1.51
175878,1.558
175889,1.69
175910,1.595
175911,1.519
175912,1.51
175913,1.598
175916,1.55
175917,1.503
175923,1.502
175924,1.563
175933,1.503
175935,1.556
175938,1.56
175943,1.629
175952,1.533
175965,1.636
175976,1.515
175977,1.543
175989,1.502
175998,1.558
176006,1.5
176007,1.525
176026,1.554
176027,1.519
176028,1.507
176033,1.511
176047,1.529
176054,1.525
176057,1.538
176059,1.549
176075,1.523
176077,1.515
176099,1.529
176100,1.528
176101,1.55
176112,1.506
176113,1.546
176124,1.515
176133,1.587
176150,1.58
176155,1.537
176163,1.591
176168,1.596
176171,1.653
176179,1.544
176181,1.548
176193,1.558
176194,1.591
176195,2.036
176198,1.556
176224,1.506
176233,1.506
176236,1.603
176245,1.507
176258,1.581
176265,1.526
176266,1.506
176278,1.512
176282,1.515
176291,1.537
176303,1.542
176319,1.512
176330,1.523
176333,1.518
176336,1.588
176337,1.596
176344,1.503
176346,1.561
176347,1.592
176351,1.596
176356,1.549
176357,1.764
176358,1.913
176360,1.556
176361,1.509
176362,1.556
176364,1.593
176372,1.567
176390,1.513
176392,1.598
176396,1.524
176398,1.547
176410,1.549
176418,1.504
176419,1.534
176434,1.519
176437,1.652
176441,1.512
176443,1.539
176444,1.51
176450,1.51
176457,1.516
176464,1.765
176469,1.548
176473,1.577
176475,1.528
176477,1.561
176478,1.568
176479,1.531
176483,1.513
176503,1.508
176517,1.563
176518,1.518
176520,1.564
176523,1.534
176529,1.57
176533,1.506
176535,1.558
176550,1.532
176567,1.84
176570,1.552
176575,1.556
176579,1.516
176609,1.521
176623,1.542
176624,1.598
176625,1.561
176628,1.506
176629,1.577
176630,1.547
176631,1.521
176635,1.586
176638,1.527
176640,1.531
176642,1.514
176643,1.516
176650,1.527
176653,1.53
176662,1.637
176691,1.516
176693,1.789
176712,1.525
176714,1.526
176715,1.586
176725,1.534
176730,2.031
176741,1.57
176743,1.52
176744,1.58
176747,1.555
176751,1.524
176756,1.504
176768,1.632
176771,1.554
176776,1.506
176788,1.53
176793,1.618
176805,1.74
176806,1.837
176807,1.711
176808,1.736
176809,1.571
176810,1.544
176812,1.618
176813,1.503
176815,1.538
176830,1.546
176833,1.543
176841,1.51
176855,1.513
176857,1.504
176866,1.509
176867,1.575
176871,1.601
176872,1.574
176874,1.573
176876,1.594
176880,1.567
176881,1.653
176882,1.539
176886,1.507
176887,1.576
176888,1.601
176909,1.522
176926,1.567
176956,1.536
176969,1.558
176971,1.585
176975,1.515
176977,1.528
176978,1.522
176984,1.523
177004,1.521
177019,1.519
177021,1.528
177022,1.589
177023,1.588
177034,1.513
177035,1.516
177037,1.592
177043,1.51
177051,1.827
177053,1.553
177054,1.558
177055,1.548
177056,1.583
177062,1.531
177064,1.582
177065,1.582
177069,1.51
177083,1.515
177089,1.532
177094,1.618
177100,1.506
177104,1.584
177105,1.517
177119,1.58
177122,1.505
177123,1.54
177127,1.56
177133,1.528
177134,1.58
177136,1.551
177137,1.575
177138,1.523
177139,1.513
177140,1.527
177143,1.502
177147,1.527
177154,1.541
177156,1.512
177161,1.533
177162,2.22
177181,1.615
177186,1.548
177187,1.693
177193,1.514
177195,1.511
177200,1.592
177204,1.505
177205,1.6
177206,1.516
177210,1.551
177219,1.563
177234,1.526
177235,1.538
177239,1.535
177243,1.526
177250,1.529
177254,1.504
177255,1.565
177256,1.77
177257,1.563
177262,1.52
177265,1.55
177270,1.633
177281,1.505
177287,1.526
177288,1.807
177290,1.552
177309,1.547
177322,1.618
177329,1.589
177352,1.643
177353,1.53
177357,1.763
177375,1.505
177394,1.702
177412,1.509
177418,1.536
177420,1.62
177422,1.551
177442,1.537
177445,1.55
177451,1.552
177455,1.509
177458,1.535
177470,1.536
177475,1.546
177476,1.512
177484,1.57
177487,1.532
177488,1.518
177489,1.769
177493,1.545
177495,1.503
177496,1.573
177497,1.505
177500,1.512
177506,1.521
177513,1.512
177520,1.521
177551,1.554
177553,1.58
177554,1.519
177568,1.507
177570,1.548
177574,1.518
177591,1.537
177593,1.514
177600,1.584
177612,1.555
177613,1.564
177614,1.513
177626,1.515
177627,1.607
177629,1.626
177637,1.526
177654,1.569
177657,1.503
177659,1.529
177662,1.588
177664,1.564
177682,1.551
177692,1.635
177693,1.548
177724,1.51
177728,1.537
177730,1.532
177747,1.749
177751,1.554
177755,1.527
177760,1.566
177761,1.531
177769,1.572
177776,1.62
177780,1.578
177781,1.523
177786,1.508
177788,1.505
177789,1.544
177792,1.511
177793,1.537
177795,1.5
177800,1.519
177803,1.655
177811,1.559
177812,1.604
177813,1.552
177820,1.545
177822,1.505
177825,1.657
177828,1.544
177831,1.523
177832,1.533
177838,1.523
177848,1.504
177852,2.111
177858,1.529
177860,1.501
177862,1.509
177866,1.507
177872,1.54
177873,1.518
177875,1.548
177891,1.594
177897,1.616
177900,1.519
177906,1.523
177908,1.564
177915,1.802
177916,1.938
177917,1.504
177921,1.5
177938,1.514
177947,1.586
177948,1.507
177954,1.516
177956,1.563
177962,1.536
177983,1.559
177984,1.576
178013,1.542
178015,1.512
178016,1.538
178019,1.506
178020,1.575
178021,1.534
178034,1.527
178054,1.606
178056,1.51
178057,1.526
178063,1.535
178066,2.122
178082,1.531
178097,1.574
178101,1.541
178113,1.524
178116,1.505
178119,1.504
178122,1.591
178129,1.507
178133,1.514
178137,1.627
178138,1.981
178139,1.501
178140,1.505
178148,1.511
178153,1.554
178154,1.519
178163,1.558
178166,1.545
178175,1.62
178178,1.538
178193,1.511
178197,1.505
178199,1.511
178200,1.576
178206,1.543
178210,1.562
178213,1.573
178239,1.782
178242,1.9
178245,1.518
178248,1.555
178259,1.54
178265,1.513
178274,1.517
178275,1.503
178276,1.51
178279,1.588
178291,1.538
178295,1.516
178299,1.507
178303,1.598
178305,1.636
178306,1.546
178311,1.501
178312,1.583
178313,1.534
178319,1.526
178335,1.516
178336,1.599
178338,1.633
178342,1.522
178346,1.533
178361,1.52
178366,1.524
178374,1.6
178383,1.618
178385,1.532
178391,1.539
178397,1.514
178404,1.534
178430,1.509
178440,1.809
178444,1.527
178445,1.644
178457,1.569
178485,1.513
178502,1.62
178503,1.541
178504,1.506
178518,1.501
178522,1.626
178531,1.528
178532,1.506
178533,1.5
178543,1.516
178547,1.543
178558,1.577
178580,1.536
178589,1.53
178597,1.61
178610,1.528
178624,1.543
178644,1.596
178646,1.523
178660,1.627
178661,1.52
178673,1.507
178687,1.541
178688,1.608
178690,1.516
178691,1.583
178692,1.506
178700,1.594
178704,1.538
178708,1.509
178709,1.505
178716,1.664
178735,1.518
178739,1.945
178749,1.639
178753,1.533
178755,1.723
178766,1.508
178776,1.675
178777,1.564
178778,1.557
178787,1.516
178795,1.661
178796,1.996
178809,1.512
178825,1.52
178844,1.547
178845,1.501
178870,1.512
178872,1.533
178885,1.561
178912,1.591
178920,1.583
178922,1.604
178923,1.563
178924,1.519
178925,1.523
178927,1.587
178928,1.624
178938,1.613
178956,1.573
178962,1.579
178963,1.591
178971,1.568
178972,1.5
178977,1.57
178988,1.555
178998,1.526
179000,1.524
179003,1.511
179014,1.53
179015,1.547
179025,1.517
179026,1.958
179046,1.528
179051,1.772
179053,1.504
179054,1.525
179056,1.522
179076,1.557
179084,1.564
179085,1.51
179089,1.514
179090,1.597
179091,1.53
179095,1.596
179096,1.544
179109,1.5
179111,2.515
179112,1.525
179113,1.595
179123,1.503
179149,1.512
179164,1.906
179174,1.523
179193,1.502
179202,2.75
179203,1.516
179226,1.536
179228,1.535
179237,1.672
179238,1.514
179245,1.505
179246,1.56
179249,1.506
179252,1.505
179254,1.513
179257,1.585
179259,1.512
179260,1.615
179263,1.599
179285,1.52
179290,1.534
179295,1.517
179296,1.542
179301,1.544
179307,1.524
179311,1.506
179319,1.505
179322,1.528
179329,1.593
179330,1.51
179331,1.602
179334,1.544
179338,1.653
179342,1.545
179343,1.544
179346,1.56
179349,1.533
179352,1.574
179358,1.503
179359,1.509
179361,1.57
179363,1.532
179379,1.581
179396,1.545
179400,1.523
179419,1.732
179423,1.512
179425,1.526
179428,1.579
179441,1.595
179447,1.672
179454,1.653
179464,1.568
179476,1.522
179481,1.507
179491,1.522
179495,1.724
179500,1.519
179501,1.659
179503,1.502
179505,1.562
179510,1.519
179512,1.516
179534,1.501
179536,1.5
179543,1.557
179544,1.517
179550,1.543
179556,1.558
179564,1.54
179574,1.5
179576,1.512
179589,1.569
179602,1.522
179606,1.56
179619,1.552
179621,1.5
179625,1.62
179627,1.534
179641,1.507
179642,1.5
179645,1.514
179650,1.617
179665,1.576
179672,1.574
179681,1.552
179683,1.528
179685,1.513
179689,1.511
179692,1.579
179693,1.555
179696,1.564
179726,1.542
179732,1.536
179735,1.588
179790,1.502
179804,1.511
179806,1.638
179811,1.521
179816,1.548
179832,1.511
179841,1.536
179844,1.55
179853,1.749
179855,1.525
179858,1.531
179879,1.543
179885,1.568
179906,1.515
179912,1.598
179918,1.586
179925,1.552
179944,1.502
179959,1.535
179963,1.504
179984,1.726
179990,1.531
179993,1.516
300011,1.507
300012,1.529
300024,1.564
300030,1.532
300032,1.569
300036,1.522
300042,1.525
300048,1.519
300058,1.573
300063,1.535
300068,1.546
300076,1.51
300079,1.511
300084,1.56
300095,1.564
300097,1.522
300099,1.647
300110,1.525
300114,1.535
300116,1.507
300117,1.523
300118,1.508
300134,1.523
300145,1.529
300157,1.559
300159,1.545
300163,1.543
300167,1.553
300180,1.689
300184,1.521
300215,1.516
300218,1.516
300226,1.516
300230,1.586
300231,1.58
300241,1.573
300246,1.507
300249,1.577
300250,1.549
300259,1.546
300262,1.52
300269,1.514
300270,1.504
300271,1.654
300274,1.503
300277,1.522
300282,1.556
300283,1.538
300291,1.577
300298,1.565
300300,1.564
300306,1.562
300308,1.53
300311,1.718
300313,1.509
300315,1.542
300321,1.519
300322,1.738
300325,1.651
300326,1.543
300328,1.508
300330,1.5
300332,1.72
300333,1.525
300334,1.511
300335,1.519
300343,1.539
300344,1.511
300346,1.599
300347,1.732
300349,1.566
300352,1.715
300355,1.561
300358,1.651
300359,1.574
300383,1.552
300391,1.581
300396,1.502
300409,1.505
300412,1.625
300414,1.502
300416,1.514
300417,1.563
300418,1.926
300424,1.508
300426,1.506
300430,1.536
300434,1.527
300436,1.536
300443,1.557
300444,1.589
300449,1.561
300451,1.502
300457,1.52
300461,1.58
300469,1.515
300472,1.53
300475,1.555
300492,1.546
300504,1.537
300514,1.599
300517,1.504
300520,1.571
300525,1.566
300527,1.541
300529,1.523
300534,1.503
300537,1.528
300538,1.532
300543,1.562
300550,1.518
300553,1.545
300554,1.571
300555,1.589
300567,1.586
300573,1.525
300575,1.533
300576,1.521
300581,1.517
300582,1.536
300585,1.537
300590,1.524
300599,1.651
300601,1.51
300602,1.556
300604,1.55
300605,1.598
300608,1.504
300612,1.529
300613,1.57
300620,1.558
300626,1.572
300627,1.545
300637,1.66
300638,1.621
300639,1.628
300640,1.571
300641,1.54
300645,1.526
300646,1.586
300649,1.542
300651,1.663
300654,1.627
300655,1.515
300664,1.645
300666,1.537
300671,1.505
300672,1.547
300678,1.504
300693,1.573
300694,1.507
300702,1.503
300714,1.541
300725,1.5
300742,1.54
300743,1.541
300745,1.5
300748,1.517
300749,1.769
300750,1.576
300765,1.535
300766,1.559
300778,1.618
300779,1.517
300786,1.661
300792,1.572
300794,1.534
300805,1.558
300809,1.574
300810,1.524
300811,1.529
300816,1.566
300830,1.578
300831,1.552
300838,1.731
300841,1.577
300865,1.51
300867,1.58
300891,1.517
300902,1.507
300905,1.5
300907,1.575
300915,1.507
300916,1.501
300920,1.531
300922,1.554
300926,1.504
300928,1.552
300931,1.536
300932,1.679
300933,1.594
300937,1.65
300938,1.611
300939,1.582
300941,1.527
300942,1.522
300945,1.51
300946,1.585
300949,1.534
300960,1.52
300976,1.542
300979,1.6
300980,1.537
300981,1.557
300982,1.516
300984,1.509
301005,1.551
301007,1.67
301019,1.52
301021,1.714
301022,1.555
301023,1.561
301031,1.631
301035,1.537
301037,1.603
301045,1.526
301052,1.548
301057,1.867
301063,1.557
301073,1.56
301084,1.526
301086,1.502
301088,1.593
301089,1.536
301090,1.52
301092,1.516
301093,1.559
301097,1.522
301103,1.5
301105,1.654
301106,1.563
301108,1.595
301109,1.559
301111,1.568
301112,1.538
301119,1.599
301120,1.575
301121,1.886
301138,1.526
301146,1.516
301148,1.531
301150,1.503
301153,1.507
301156,1.579
301162,1.518
301177,1.57
301183,1.52
301192,1.56
301197,1.522
301201,1.505
301207,1.505
301215,1.998
301217,1.537
301218,1.567
301232,1.514
301239,1.574
301245,1.523
301255,1.507
301260,1.536
301263,1.562
301267,1.522
301268,1.532
301269,1.52
301272,1.505
301279,1.511
301286,1.541
301289,1.524
301290,1.577
301291,1.54
301292,1.579
301294,1.562
301295,1.521
301296,1.5
301302,1.557
301305,1.508
301307,1.547
301320,1.556
301323,1.528
301325,1.54
301337,1.505
301338,1.589
301340,1.566
301342,1.521
301343,1.524
301347,1.555
301363,1.521
301368,1.567
301375,1.502
301376,1.642
301393,1.545
301401,1.55
301402,1.574
301404,1.524
301406,1.545
301416,1.588
301417,1.589
301418,1.519
301423,1.547
301430,1.537
301436,1.519
301440,1.521
301448,1.533
301449,1.591
301458,1.551
301468,1.604
301474,1.566
301475,1.513
301478,1.51
301482,1.701
301483,1.504
301488,1.531
301491,1.553
301493,1.511
301494,1.613
301495,1.52
301499,1.591
301506,1.546
301520,1.598
301524,1.526
301529,1.508
301531,1.574
301532,1.531
301534,1.627
301535,1.535
301549,1.515
301566,1.707
301569,1.568
301587,1.556
301591,1.518
301593,1.527
301598,1.51
301607,1.505
301624,1.599
301625,1.542
301632,1.529
301636,1.579
301637,1.524
301640,1.554
301645,1.509
301647,1.582
301648,1.536
301651,1.555
301652,1.516
301653,1.572
301663,1.544
301668,1.528
301680,1.506
301687,1.604
301688,1.502
301692,1.589
301696,1.609
301702,1.567
301704,1.54
301711,1.634
301712,1.503
301713,1.535
301716,1.563
301721,1.558
301723,1.638
301727,1.537
301729,1.502
301730,1.532
301732,1.526
301749,1.518
301759,1.52
301761,1.605
301764,1.61
301765,1.537
301769,1.611
301770,1.544
301771,1.519
301772,1.502
301774,1.527
301776,1.502
301777,1.558
301778,1.618
301779,1.572
301781,1.547
301782,1.55
301783,1.641
301785,1.502
301786,1.548
301799,1.57
301814,1.532
301816,1.577
301825,1.535
301835,1.504
301838,1.533
301842,1.517
301860,1.51
301877,1.538
301878,1.583
301883,1.5
301906,1.529
301919,1.71
301920,1.58
301921,1.568
301924,1.516
301930,1.6
301931,1.509
301943,1.508
301951,1.516
301955,1.535
301957,1.582
301983,1.533
301986,1.521
301989,1.531
301994,1.517
301997,1.543
301999,1.784
302002,1.525
302011,1.518
302012,1.523
302026,1.53
302034,1.568
302038,1.576
302045,1.52
302047,1.553
302049,1.539
302050,1.509
302052,1.594
302053,1.528
302054,1.62
302056,1.515
302057,1.583
302060,1.613
302062,1.561
302073,1.553
302085,1.567
302087,1.533
302089,1.57
302090,1.617
302092,1.704
302098,1.547
302115,1.531
302116,1.555
302127,1.565
302141,1.542
302145,1.531
302158,1.503
302163,1.602
302166,1.522
302181,1.518
302183,1.755
302188,1.518
302198,1.504
302199,1.579
302203,1.519
302205,1.839
302206,1.522
302229,1.562
302237,1.515
302240,1.52
302242,1.607
302252,1.536
302253,1.594
302257,1.554
302258,1.551
302272,1.5
302276,1.593
302285,1.692
302286,1.51
302287,1.57
302297,1.573
302298,1.586
302301,1.526
302324,1.585
302343,1.501
302348,1.527
302353,1.515
302359,1.517
302360,1.565
302364,1.519
302367,1.666
302380,1.514
302386,1.507
302388,1.572
302404,1.532
302408,1.571
302410,1.558
302417,1.546
302418,1.61
302420,1.524
302426,1.535
302429,1.569
302430,1.698
302433,1.509
302436,1.502
302438,1.51
302447,1.575
302454,1.581
302455,1.57
302459,1.504
302466,1.53
302484,1.605
302485,1.517
302486,1.558
302488,1.578
302490,1.549
302491,1.581
302497,1.562
302498,1.52
302501,1.504
302508,1.576
302521,1.559
302524,1.568
302525,1.516
302527,1.611
302544,1.648
302545,1.666
302557,1.63
302558,1.55
302559,1.527
302573,1.505
302587,1.545
302593,1.5
302599,1.531
302601,1.523
302605,1.555
302621,1.569
302627,1.511
302637,1.582
302653,1.689
302660,1.55
302671,1.527
302673,1.525
302675,1.603
302678,1.542
302681,1.643
302682,1.512
302683,1.549
302684,1.517
302685,1.626
302692,1.602
302693,1.727
302702,1.514
302705,1.539
302708,1.604
302711,1.535
302712,1.602
302713,1.658
302726,1.502
302730,1.613
302734,1.608
302737,1.594
302739,1.532
302749,1.548
302754,1.502
302761,1.523
302764,1.562
302771,1.601
302772,1.503
302773,1.512
302776,1.527
302780,1.568
302793,1.507
302802,1.617
302808,1.539
302810,1.555
302817,1.502
302843,1.573
302849,1.596
302852,1.512
302859,1.518
302865,1.565
302885,1.531
302897,1.502
302898,1.694
302899,1.511
302903,2.01
302906,1.519
302907,1.502
302910,1.545
302919,1.587
302925,1.529
302929,1.504
302931,1.524
302943,1.621
302949,1.512
302951,1.505
302952,1.558
302957,1.599
302958,1.6
302959,1.536
302970,1.548
302973,1.548
302974,1.561
302976,1.561
302981,1.659
302986,1.618
302996,1.548
303003,1.5
303018,1.503
303042,1.615
303051,1.615
303066,1.54
303067,1.577
303070,1.539
303078,1.525
303079,1.531
303093,1.513
303094,1.523
303096,1.579
303097,1.535
303098,1.595
303099,1.507
303101,1.527
303103,1.526
303107,1.545
303109,1.565
303113,1.514
303124,1.511
303126,1.515
303127,1.617
303133,1.535
303141,1.517
303143,1.57
303144,1.597
303145,1.562
303146,1.575
303149,1.599
303152,1.51
303153,1.594
303162,1.516
303168,1.58
303170,1.58
303174,1.546
303175,1.549
303177,1.57
303182,1.549
303187,1.535
303189,1.519
303190,1.534
303191,1.523
303192,1.502
303193,1.571
303196,1.525
303197,1.508
303198,1.616
303199,1.518
303201,1.651
303218,1.507
303219,1.513
303220,1.511
303232,1.554
303264,1.609
303268,1.509
303289,1.592
303290,1.503
303303,1.5
303304,1.567
303305,1.546
303308,1.519
303314,1.529
303321,1.568
303334,1.623
303338,1.519
303340,1.503
303348,1.539
303357,1.505
303368,1.532
303373,1.635
303386,1.518
303403,1.546
303417,1.603
303422,1.543
303424,1.515
303427,1.528
303429,1.562
303439,1.529
303441,1.52
303451,1.503
303454,1.584
303467,1.528
303470,1.612
303475,1.554
303480,1.506
303481,1.521
303483,1.586
303487,1.518
303493,1.541
303512,1.505
303548,1.616
303552,1.615
303555,1.572
303561,1.538
303572,1.539
303573,1.539
303577,1.622
303578,1.542
303584,1.537
303593,1.882
303596,1.574
303597,1.622
303601,1.608
303630,1.572
303642,1.518
303645,1.569
303648,1.546
303650,1.528
303651,1.548
303653,1.527
303654,1.552
303655,1.585
303656,1.525
303657,1.55
303669,1.544
303673,1.52
303680,1.813
303682,1.53
303695,1.933
303708,1.602
303715,1.564
303719,1.52
303720,1.62
303730,1.507
303734,1.518
303739,1.525
303741,1.534
303763,1.537
303765,1.778
303766,1.553
303767,1.588
303773,1.81
303784,1.504
303787,1.523
303789,1.519
303791,1.549
303794,1.546
303795,1.507
303799,1.522
303805,1.549
303813,1.588
303818,1.504
303830,1.528
303839,1.508
303842,1.59
303845,1.534
303847,1.601
303856,1.535
303861,1.542
303865,1.58
303868,1.571
303887,1.593
303889,1.533
303890,1.549
303894,1.616
303895,1.611
303898,1.683
303903,1.518
303907,1.552
303910,1.617
303912,1.567
303913,1.612
303915,1.528
303931,1.554
303933,1.525
303936,1.513
303938,1.505
303950,1.618
303952,1.539
303955,1.528
303956,1.513
303961,1.504
303962,1.548
303968,1.53
303989,1.535
304001,1.859
304012,1.883
304013,1.633
304014,1.547
304016,1.536
304028,1.51
304032,1.564
304033,1.572
304035,1.574
304038,1.507
304044,1.529
304045,1.554
304046,1.519
304047,1.505
304048,1.599
304052,1.531
304060,1.509
304062,1.537
304072,1.57
304099,1.628
304101,1.564
304103,1.601
304109,1.563
304120,1.501
304131,1.61
304132,1.505
304135,1.585
304136,1.558
304137,1.543
304140,1.534
304161,1.523
304167,1.515
304169,1.594
304173,1.531
304176,1.584
304177,1.525
304178,1.506
304182,1.502
304183,1.589
304184,1.545
304185,1.501
304192,2.053
304193,1.538
304196,1.513
304203,1.509
304214,1.528
304233,1.603
304238,1.559
304244,1.518
304259,1.512
304263,1.551
304280,1.591
304283,1.511
304290,1.553
304310,1.593
304311,1.596
304319,1.566
304320,1.541
304326,1.595
304351,1.504
304361,1.519
304362,1.533
304363,1.553
304368,1.567
304383,1.561
304384,1.554
304387,1.649
304389,1.502
304393,1.519
304395,1.585
304403,1.511
304405,1.529
304408,1.575
304410,1.526
304411,1.57
304417,1.586
304421,1.527
304425,1.528
304458,1.57
304462,1.597
304463,1.596
304470,1.504
304484,1.529
304487,2.143
304496,1.583
304497,1.571
304518,1.523
304522,1.558
304525,1.558
304529,1.541
304551,1.555
304553,1.508
304559,1.516
304561,1.516
304562,1.518
304564,1.591
304565,1.72
304568,1.514
304569,1.572
304571,1.527
304572,1.604
304577,1.573
304578,1.616
304579,1.517
304581,1.639
304587,1.528
304594,1.54
304600,1.508
304603,1.605
304605,1.506
304615,1.508
304617,1.546
304618,1.549
304623,1.507
304625,1.512
304627,1.586
304630,1.528
304633,1.662
304663,1.551
304674,1.56
304680,1.528
304683,1.563
304688,1.512
304702,1.531
304704,1.527
304708,1.585
304713,1.586
304719,1.525
304724,1.527
304731,1.526
304748,1.538
304753,1.577
304755,1.566
304761,1.552
304767,1.507
304769,1.538
304774,1.501
304782,1.524
304785,1.607
304792,1.526
304795,1.528
304797,1.574
304808,1.511
304813,1.601
304818,1.549
304823,1.565
304827,1.524
304833,1.525
304839,1.582
304842,1.614
304847,1.572
304848,1.575
304850,1.545
304851,1.584
304853,1.503
304855,1.531
304856,1.528
304860,1.574
304867,1.515
304877,1.55
304878,1.508
304880,1.549
304892,1.543
304897,1.58
304900,1.582
304901,1.536
304908,1.51
304915,1.538
304917,1.503
304918,1.506
304919,1.501
304920,1.515
304928,1.513
304932,1.548
304934,1.545
304942,1.535
304943,1.56
304946,1.567
304947,1.57
304951,1.672
304957,1.504
304963,1.52
